3,2,24,3,1,1,2,3,0,1
3,1,45,10,1,1,3,4,0,1
3,2,43,7,1,1,3,4,0,1
2,3,42,9,1,1,3,3,0,1
3,3,36,8,1,1,3,2,0,1
4,4,19,0,1,1,3,3,0,1
3,2,38,6,1,1,3,2,0,1
3,3,21,1,1,0,3,2,0,1
3,2,27,3,1,1,3,4,0,1
1,1,45,8,1,1,2,2,1,1
3,1,38,2,1,0,3,3,1,1
4,1,42,4,1,1,1,3,0,1
4,4,44,1,1,0,1,4,0,1
4,2,42,1,1,0,3,3,0,1
4,3,38,2,1,1,2,3,0,1
4,2,26,0,1,1,4,1,0,1
1,1,48,7,1,1,2,4,0,1
2,2,39,6,1,1,2,4,0,1
2,2,37,8,1,1,2,3,0,1
1,2,39,5,1,1,2,1,1,1
4,3,26,1,1,0,4,1,0,1
4,3,24,0,1,0,3,1,0,1
4,4,46,1,0,1,1,4,0,1
4,4,39,1,1,1,1,4,0,1
4,4,48,5,1,1,1,4,0,1
4,2,40,8,1,1,3,3,0,1
4,4,38,1,1,0,1,4,0,1
4,4,29,0,1,0,1,4,0,1
4,4,24,0,1,0,2,2,0,1
2,1,43,8,1,1,2,4,0,1
4,3,31,2,1,1,1,4,0,1
4,4,31,2,1,1,3,2,0,1
4,2,26,0,1,0,1,2,0,1
2,2,33,2,1,1,3,1,0,1
3,2,24,1,1,1,3,3,0,1
3,1,42,9,1,1,3,2,1,1
2,1,43,8,1,0,3,1,0,1
3,3,25,4,1,1,3,2,0,1
2,2,42,3,1,1,3,4,0,1
2,2,28,1,1,1,2,4,0,1
1,1,28,3,1,1,3,1,0,1
3,2,47,0,1,0,1,3,0,1
4,2,48,2,1,1,1,3,0,1
4,4,40,2,0,1,1,4,0,1
2,2,28,1,1,1,3,2,0,1
4,1,25,1,1,1,2,1,0,1
4,4,32,2,1,1,2,3,0,1
4,4,45,0,1,1,2,4,0,1
4,4,26,1,1,1,1,4,0,1
4,4,26,0,1,0,1,4,0,1
4,4,31,0,1,0,1,4,0,1
4,4,49,7,0,1,2,4,0,1
4,3,40,8,1,1,3,3,0,1
4,4,34,1,0,0,2,3,0,1
4,2,36,5,1,1,2,3,0,1
2,2,20,2,1,1,2,2,1,1
4,4,43,5,1,0,1,4,0,1
4,3,37,7,1,1,2,1,0,1
3,2,21,0,1,1,3,4,0,1
4,4,49,6,1,1,1,2,0,1
3,3,42,10,1,1,3,3,0,1
3,2,20,1,1,1,2,3,0,1
2,1,47,2,1,0,1,3,0,1
3,2,22,1,1,1,2,1,0,1
