2,24,3,3,1,1,2,3,0,1
1,45,3,10,1,1,3,4,0,1
2,43,3,7,1,1,3,4,0,1
3,42,2,9,1,1,3,3,0,1
3,36,3,8,1,1,3,2,0,1
4,19,4,0,1,1,3,3,0,1
2,38,3,6,1,1,3,2,0,1
3,21,3,1,1,0,3,2,0,1
2,27,3,3,1,1,3,4,0,1
1,45,1,8,1,1,2,2,1,1
1,38,3,2,1,0,3,3,1,1
1,42,4,4,1,1,1,3,0,1
4,44,4,1,1,0,1,4,0,1
2,42,4,1,1,0,3,3,0,1
3,38,4,2,1,1,2,3,0,1
2,26,4,0,1,1,4,1,0,1
1,48,1,7,1,1,2,4,0,1
2,39,2,6,1,1,2,4,0,1
2,37,2,8,1,1,2,3,0,1
2,39,1,5,1,1,2,1,1,1
3,26,4,1,1,0,4,1,0,1
3,24,4,0,1,0,3,1,0,1
4,46,4,1,0,1,1,4,0,1
4,39,4,1,1,1,1,4,0,1
4,48,4,5,1,1,1,4,0,1
2,40,4,8,1,1,3,3,0,1
4,38,4,1,1,0,1,4,0,1
4,29,4,0,1,0,1,4,0,1
4,24,4,0,1,0,2,2,0,1
1,43,2,8,1,1,2,4,0,1
3,31,4,2,1,1,1,4,0,1
4,31,4,2,1,1,3,2,0,1
2,26,4,0,1,0,1,2,0,1
2,33,2,2,1,1,3,1,0,1
2,24,3,1,1,1,3,3,0,1
1,42,3,9,1,1,3,2,1,1
1,43,2,8,1,0,3,1,0,1
3,25,3,4,1,1,3,2,0,1
2,42,2,3,1,1,3,4,0,1
2,28,2,1,1,1,2,4,0,1
1,28,1,3,1,1,3,1,0,1
2,47,3,0,1,0,1,3,0,1
2,48,4,2,1,1,1,3,0,1
4,40,4,2,0,1,1,4,0,1
2,28,2,1,1,1,3,2,0,1
1,25,4,1,1,1,2,1,0,1
4,32,4,2,1,1,2,3,0,1
4,45,4,0,1,1,2,4,0,1
4,26,4,1,1,1,1,4,0,1
4,26,4,0,1,0,1,4,0,1
4,31,4,0,1,0,1,4,0,1
4,49,4,7,0,1,2,4,0,1
3,40,4,8,1,1,3,3,0,1
4,34,4,1,0,0,2,3,0,1
2,36,4,5,1,1,2,3,0,1
2,20,2,2,1,1,2,2,1,1
4,43,4,5,1,0,1,4,0,1
3,37,4,7,1,1,2,1,0,1
2,21,3,0,1,1,3,4,0,1
4,49,4,6,1,1,1,2,0,1
3,42,3,10,1,1,3,3,0,1
2,20,3,1,1,1,2,3,0,1
1,47,2,2,1,0,1,3,0,1
2,22,3,1,1,1,2,1,0,1
2,27,4,1,1,0,1,3,0,1
2,24,4,1,1,1,3,1,0,1
4,44,2,8,1,1,3,3,0,1
2,30,3,3,1,1,3,1,0,1
3,23,4,2,1,1,3,4,0,1
4,25,4,1,1,0,3,3,0,1
2,47,3,4,1,1,2,3,0,1
2,48,3,8,1,1,1,4,0,1
2,29,3,1,1,1,1,1,0,1
2,29,3,1,1,1,1,2,0,1
3,21,4,0,1,1,2,3,0,1
3,21,4,1,1,1,2,3,0,1
4,29,4,0,1,0,2,4,0,1
3,45,4,3,1,1,1,4,0,1
2,33,3,2,1,1,3,2,0,1
4,38,4,1,1,0,1,4,0,1
4,24,4,0,0,1,1,4,0,1
4,49,4,6,0,0,1,4,0,1
2,24,4,1,1,0,4,4,0,1
4,28,4,0,0,0,1,4,0,1
4,30,4,2,1,1,1,4,0,1
4,33,4,2,1,1,1,4,0,1
4,25,4,1,1,1,1,3,0,1
4,35,4,3,0,1,1,4,0,1
2,27,4,4,1,1,1,4,0,1
2,24,2,3,1,0,2,1,0,1
2,25,3,0,1,1,2,1,0,1
2,46,4,6,1,1,1,4,0,1
2,26,2,3,1,1,2,1,0,1
2,38,2,1,1,0,3,2,0,1
1,47,2,3,1,1,1,3,0,1
1,41,3,10,1,1,2,3,1,1
2,41,3,1,1,0,2,3,0,1
4,28,4,5,1,1,2,1,0,1
2,17,2,3,1,1,3,1,0,1
2,27,3,5,1,1,2,1,0,1
1,27,2,4,1,1,3,1,1,1
2,19,3,0,1,0,2,2,0,1
2,27,4,3,1,0,3,2,0,1
4,26,3,4,1,1,2,3,0,1
2,23,4,2,1,1,3,3,0,1
3,40,3,3,1,1,3,2,0,1
4,22,4,0,1,1,1,1,0,1
3,44,4,4,1,0,1,3,0,1
2,29,3,2,1,1,3,1,0,1
2,26,3,3,1,1,3,1,0,1
4,45,4,1,1,0,3,3,0,1
3,32,3,7,1,0,2,3,0,1
4,21,4,1,1,1,1,4,0,1
2,31,2,4,1,1,3,3,0,1
3,21,4,0,1,1,1,3,0,1
4,37,4,1,1,1,1,4,0,1
4,34,4,3,0,0,3,3,0,1
3,44,4,1,1,1,1,3,0,1
4,49,3,5,1,1,2,3,0,1
2,26,3,2,1,1,3,3,0,1
1,38,2,1,1,1,2,4,1,1
2,36,3,5,1,1,2,3,0,1
3,26,4,2,1,1,3,3,0,1
2,20,3,1,0,1,3,2,0,1
2,44,1,3,1,0,3,2,0,1
3,31,4,2,1,1,1,2,1,1
4,45,4,1,1,1,1,3,0,1
2,36,3,2,1,1,3,2,1,1
1,43,3,2,1,0,2,2,1,1
3,25,4,0,1,1,1,3,0,1
3,48,4,3,1,1,3,1,0,1
4,30,4,0,0,0,1,3,0,1
1,48,2,8,1,1,3,1,0,1
3,28,4,1,1,1,3,1,1,1
4,26,4,1,1,1,1,3,0,1
3,26,3,3,1,0,2,4,0,1
4,24,4,2,1,1,3,3,0,1
3,21,3,2,1,1,2,2,0,1
4,30,4,2,0,1,3,1,0,1
4,20,4,1,1,1,1,4,0,1
4,33,4,2,1,1,1,3,0,1
4,30,4,0,0,0,3,3,0,1
4,47,4,1,1,0,1,3,0,1
4,35,4,2,0,1,3,3,0,1
2,30,4,2,1,1,3,4,0,1
4,33,4,3,1,1,1,4,0,1
4,45,4,4,1,1,2,3,0,1
4,41,4,2,1,1,1,4,0,1
4,32,4,1,1,0,1,3,0,1
4,43,4,5,1,1,1,4,0,1
4,44,4,3,1,1,2,4,0,1
1,21,3,4,1,1,3,2,0,1
3,44,4,2,1,1,1,4,1,1
4,23,4,2,1,1,2,4,0,1
1,47,2,4,1,1,2,2,0,1
1,47,1,7,1,1,2,3,1,1
4,35,4,2,1,0,2,4,0,1
2,32,4,4,1,1,3,2,0,1
1,45,4,5,1,1,1,2,1,1
2,22,2,2,1,1,3,1,0,1
1,23,1,3,1,1,2,1,1,1
4,30,4,0,1,0,1,4,0,1
1,44,3,0,1,1,2,3,0,1
3,40,3,1,1,0,3,3,0,1
4,34,4,4,1,1,2,3,0,1
3,37,4,1,1,1,2,4,0,1
3,49,4,5,1,1,1,4,0,1
4,26,4,1,1,1,1,4,0,1
4,22,4,0,1,1,2,4,0,1
3,20,4,0,1,0,2,4,0,1
4,47,4,4,1,1,1,4,0,1
2,49,2,8,1,0,3,1,0,1
2,22,4,1,1,1,2,4,0,1
3,22,3,2,1,1,3,4,0,1
3,25,2,2,1,1,3,2,0,1
2,32,4,0,1,0,3,4,0,1
4,28,4,0,0,1,1,3,0,1
