rating,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1,-0.23400483731376498,-0.0847253194323888,-0.29114337049816785,-0.46772410289237376,-0.043561644116906745,0.1026224180271751,-0.2002736637858968,-0.35664099229401663,0.15589078535374842,0.10263103173163377,0.026790931036597805,0.07590844776285322,0.06265793152545628,0.18527573785793625,0.14595679742725273,0.04193724804606877,0.1644028628637132,-0.24574533859758,0.03730827099398563,0.04518945887684822,0.2760912081912944,0.16979724874621943,-0.06580629567370604,0.3946124989735453,-0.026175295931017518,-0.22565231040904396,0.12691962101349705,-0.073419476381356,-0.045381867326796055,0.07499139198396158,0.054438184162503796,-0.17619100134623678,-0.20953383404565484,0.03732797576996841,-0.009915229619333618,0.0831390175184137,0.05958859607773392,-0.28853959247077765,0.158118313276454,-0.32139166591590956,0.28252708024688455,0.2681109537615588,-0.0034516258655410063,0.07813885482028127,0.11479890772974805,-0.09183799531800967,0.09346128098274532,-0.00924340782589034,0.03849534171412846,-0.27271159620661484
1,-0.12073647864162922,-0.17411295771598817,-0.2736096099019051,-0.38856968134641645,-0.03608987722545862,0.04116614758968353,-0.2229205198585987,-0.24908612687140702,0.1444895913824439,0.03211131317075342,0.03955614641308784,0.08870960548520088,-0.014316593110561372,0.1455053746700287,0.25862563997507093,-0.04796599941328168,0.16838984675705432,-0.17429485972970724,0.03662922605872154,0.06552322935312986,0.17925633862614632,0.14903436675667764,-0.09133191863074899,0.4079537272453308,-0.10221093371510506,-0.01691535711288452,0.15079056965187193,-0.10050694060046225,-0.022107440762920306,0.020772552699781954,0.13123965561389922,-0.23339329585433005,-0.152097325399518,0.013937640096992254,-0.1360136516392231,0.03803628273308277,-0.012176022492349147,-0.10998582411557437,0.06280445754528045,-0.23204684853553773,0.32935619801282884,0.07363332137465477,-0.122236143425107,0.07807620130479336,-0.004671894572675228,-0.03345189280807972,0.0057143257465213535,-0.16163879800587894,-0.0686358038437902,-0.23868138790130616
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.11999014290896329,-0.1617281294681809,-0.017584939233281395,-0.299525033343922,-0.10709569687870416,0.04853993180123242,-0.015038185456598347,-0.26565825735980814,0.15813488377766174,0.04942345653067936,0.1889388927004554,0.0050466138530861245,0.2044370248913765,0.04031553729013963,-0.012535178356549957,-0.10589038017629222,0.09269357709722086,-0.14751600948247043,-0.030504846352745186,0.1479527453299273,0.3065212626348842,0.16004753519188275,-0.1291912184520201,0.26490709591995587,-0.21760373367843303,-0.29281288249926135,0.11363625865090977,-0.04002253304828297,0.07106937832114371,0.2220628998157653,0.02708901600404219,-0.1321768591349775,-0.2150408276780085,0.1801424167034301,0.030193619430065155,-0.07029900801452724,0.00768025050109083,-0.2569966126572002,0.18358039110898972,-0.21675838800993832,0.03822352576323531,0.06490374119444327,-0.012427512598647312,-0.022411054381254045,0.09694039482962001,-0.08322941325604916,0.06520109725269405,-0.010542740203990516,0.19734561443328857,-0.12340483865277334
1,-0.16359719039691198,-0.1204265078564209,-0.13444734685536888,-0.2925876434719949,-0.09527684239394686,0.0669229291551919,-0.05391291612155597,-0.19491759635921982,0.07237663894408831,0.02646449374259208,0.10744552082313155,0.08205750712228042,0.07387194682464555,0.0827114043360645,0.10836965890808238,-0.04110501975648933,0.08581236391155808,-0.23707325495262113,0.027130128470835863,-0.014885510007540384,0.2333659468287671,0.05978464661166072,-0.06913381375165449,0.15519641584682245,-0.05445334260110502,-0.20155703031492453,0.04047788201865775,0.017312403975261584,-0.021177381734122282,0.0885985504352936,0.02474603343203112,-0.04250085838699575,-0.19093011398972184,0.01706482204220568,0.03002530772721878,-0.019971691084922187,0.10062664060818928,-0.20505775690630632,0.12377539511632037,-0.16680301594789382,0.25802828328408023,0.13158281802855157,-0.04486118175986188,0.03216364683100471,0.02366109987229316,-0.09797021932899952,-0.03136417443898541,-0.024482008776868933,0.05640177997863955,-0.12068913628657658
3,-0.19486033176071943,-0.14198108352720737,-0.2403513478813693,-0.27182976799085734,-0.17196073536761106,0.04395601004362106,-0.11240953904634807,-0.4056762970983982,0.11862047431059182,0.13420650558546185,0.08040587455034257,0.06203460516408086,0.17867589090019464,0.16491865806747227,0.12128821182996034,-0.11402949155308306,0.10709800999611616,-0.2322452587308362,-0.05176947182044387,0.04703166594263166,0.3234298348426819,0.09913665894418955,-0.07054078248329461,0.37454537153244016,-0.013902252446860075,-0.25272814789786935,0.09579642256721854,-0.06783042438328266,0.05995612684637308,0.25407531931996347,0.0766487147193402,-0.1784692591521889,-0.1423598349094391,0.13404299952089788,-0.03846847675740719,-0.015434072539210319,0.12458192296326161,-0.2856944754719734,0.3610416788607836,-0.2878246670588851,0.15038209492340684,0.25050165206193925,-0.03163283122703433,0.12464663316495717,0.15858486741781236,-0.04981337562203407,0.048531555011868475,-0.03033300335519016,0.09586262665688991,-0.1749028328806162
5,-0.13710270159774357,-0.14506563130352232,-0.20449939742684364,-0.36566704511642456,0.04644991602334711,0.18453767233424717,-0.1182076343231731,-0.3100520082645946,0.013988619877232445,0.07514573964807722,0.03758469306760364,0.038320302963256836,-0.15386112613810432,0.2554652119676272,-0.0030316300690174103,-0.05078714630670018,0.19223628441492716,-0.23169588897791174,-0.0568982967072063,-0.10369830081860225,0.12558375795682272,0.18853801944189602,-0.06791038438677788,0.362568199634552,0.0938990701817804,-0.3503287070327335,0.08060766797926691,0.07574698453148206,0.1596214734017849,0.27231778680450386,0.01969983635677232,-0.1790492075184981,-0.13243688146273294,0.017196881274382275,-0.06899033735195796,0.03341727041535907,0.16814243545134863,-0.13742528359095255,0.27344361113177407,-0.28930532270007664,0.39608282181951737,0.18373797833919525,-0.08510313348637687,0.1968380208644602,0.08393396592388551,-0.2016359745628304,0.01967582365290986,0.10749244338108434,-0.015354404639866617,-0.23109772697918946
2,-0.006267419783398509,-0.08037898689508438,0.20235110074281693,-0.2892133966088295,-0.06600277137476951,0.011423165095038712,0.07980795949697495,-0.12777358666062355,0.25881530344486237,0.08660959638655186,0.25307904183864594,0.02270453702658415,0.053149109706282616,0.2380523607134819,0.014939911663532257,-0.023656101897358894,-0.036857896484434605,0.017644418636336923,-0.01883344817906618,-0.02448774757795036,0.18361347913742065,0.12099887803196907,-0.07148253172636032,0.1867678537964821,-0.18846479803323746,0.06448887474834919,-0.04629487730562687,0.10359329730272293,0.05911666853353381,0.10237439163029194,0.0125032311771065,0.0347881861962378,-0.03415858559310436,0.10636334866285324,-0.10839366540312767,0.03458469267934561,-0.09278673306107521,-0.023268278688192368,0.07586179487407207,-0.1498432755470276,-0.02371658943593502,-0.04609393049031496,-0.06036929041147232,-0.0222761956974864,-0.012942902278155088,-0.1624615229666233,-0.07167823053896427,-0.058607129380106926,0.2640360891819,-0.05692170932888985
1,-0.17410643568093126,-0.1267849738624963,-0.18701674721457742,-0.3664926744320176,-0.032613522838801146,0.005429320836397396,-0.062094177508366884,-0.27688386900858447,0.12292235882275483,0.04439024775373665,0.08257085271179676,0.09693543003364043,0.0827145767821507,0.06725072488188744,0.20495881834490734,0.05765682594342665,0.12694803638045082,-0.17174631780521435,0.14308516903441737,0.09694551905109124,0.22952547652477567,0.09273656601594253,-0.11984148037365892,0.19109417565844275,-0.10847007589076053,-0.17755187514492057,0.035008581524545494,0.08592841261997819,-0.06972448908808557,0.11615387113256888,0.03408625345169143,0.0012032725763591852,-0.21346787735819817,0.04773395787924528,-0.00962199406190352,0.021635660901665688,0.03817495335401459,-0.3059021071954207,0.06728383382274346,-0.2643468285148794,0.30825735662471165,0.14489921707321296,-0.07033533487595957,0.06072086023844101,0.06068923273547129,-0.07084268709877506,0.024417495736005632,-0.02020905480127443,0.02372882819988511,-0.2501872220838612
3,-0.2849442780017853,-0.18563803732395173,0.0946533925831318,-0.40296621322631837,-0.0812909223139286,0.07972132414579391,-0.19982215464115144,-0.34095304012298583,0.13196438252925874,-0.14855263978242875,0.08264095336198807,0.12374561727046966,0.15355827212333678,0.06709669530391693,0.06918684393167496,-0.024814847111701965,-0.04113223999738693,-0.14825715646147727,0.26025075316429136,0.047232013940811154,0.24976345896720886,-0.009735213220119476,0.010806725919246673,0.38765621185302734,-0.10970870703458786,-0.3776732563972473,-0.09471124149858952,-0.0907546564936638,-0.15701717734336854,-0.033115412155166266,0.1876935601234436,-0.06891652569174767,-0.2439724151045084,0.18321439921855925,0.15539659559726715,0.0256197988986969,-0.07576188147068023,-0.44040640592575075,0.0650712326169014,0.05166557431221008,0.2434975875541568,0.22088565789163112,0.11934075504541397,0.10011379569768905,-0.11400124132633209,-0.039669837802648544,0.1022637203335762,0.10579223781824112,0.01839452385902405,-0.0825775183737278
